a47,a3,a2,a18,a5,a4,a46,a14,a45,a30,Class
413,13129.28,114.0,21,20,1,270,27.547129,1.0,1.0,1
413,1519.17,303.83,6,5,0,270,0.0,1.0,1.0,1
74,21377.32,0.0,2,1,1,1,0.998131,1.0,1.0,1
74,1915.23,0.0,2,1,1,1,0.09,1.0,1.0,1
413,62928.45,0.0,5,1,4,270,0.424884,1.0,1.0,1
74,25710.23,925.25,3,2,1,1,0.687491,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,190.2,0.0,2,1,0,270,0.0,1.0,1.0,1
74,216675.57,2860.03,3,2,1,1,1.499139,1.0,1.0,1
74,63782.77,9624.71,10,6,4,1,0.517367,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,1005.95,0.0,3,1,2,270,0.97208,1.0,1.0,1
413,1536.65,83.89,15,14,1,270,26.37,1.0,1.0,1
199,132918.1,26579.93,6,5,1,1,0.44,2.0,2.0,1
7,492238.42,4781.26,9,8,1,1,15.5747,7.0,7.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,8966.02,1178.02,13,7,6,270,1.269452,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
416,40279.75,1451.1,3,2,1,1,3.39979,3.0,3.0,1
413,6464.02,317.49,19,14,5,270,3.087391,1.0,1.0,1
74,8641.98,311.91,10,9,1,1,7.371224,1.0,1.0,1
413,232532.28,26331.65,14,8,6,270,0.015695,1.0,1.0,1
413,179708.1,162.53,4,2,2,270,0.047599,1.0,1.0,1
194,5054.42,236.33,11,10,1,1,12.647381,2.0,2.0,1
389,3163.77,30.87,265,57,208,250,1.295493,37.0,37.0,1
74,19394.35,2703.37,9,7,2,1,1.383792,1.0,1.0,1
74,5324.92,0.57,3,2,1,1,3.767123,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,15722.88,696.71,15,14,1,1,9.410875,1.0,1.0,1
188,457021.85,32189.1,19,10,9,263,2.702109,8.0,8.0,1
74,1241.43,247.29,3,2,1,1,1.77,1.0,1.0,1
413,29032.4,12326.24,3,2,1,270,0.264099,1.0,1.0,1
74,42040.87,48.74,31,30,1,1,22.837844,2.0,2.0,1
413,180.98,0.0,2,1,1,270,0.99874,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,58469.58,12.64,8,7,1,1,4.346799,1.0,1.0,1
413,174000.45,29000.07,7,6,0,270,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
308,232208.13,305.97,175,119,56,194,10.028674,74.0,74.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,44347.65,5977.47,9,7,2,1,7.415628,1.0,1.0,1
257,120036.08,402.04,67,64,3,1,22.959342,1.0,1.0,1
74,157845.75,48.77,5,4,1,1,5.67,1.0,1.0,1
74,0.0,0.0,1,1,0,1,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,7972.27,0.0,2,1,1,270,2.49958,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,84606.47,580.93,4,3,1,1,2.045756,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,3121.2,873.21,4,3,1,270,18.752389,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
119,3981.8,111.54,6,5,1,1,6.192214,1.0,1.0,1
450,20619.98,3506.82,3,2,1,1,0.199139,2.0,2.0,1
413,5833.05,0.0,2,1,1,270,0.003349,1.0,1.0,1
413,0.0,0.0,1,0,1,270,1.999916,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,39235.4,561.5,9,6,3,1,1.336073,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,21798.47,3924.17,11,5,6,1,0.748167,1.0,1.0,1
413,37.33,0.0,2,1,0,270,0.0,1.0,1.0,1
74,6292.7,1365.94,12,2,10,1,0.209903,1.0,1.0,1
74,74986.87,416.13,3,2,1,1,1.064838,1.0,1.0,1
74,25825.08,386.13,13,10,3,1,1.077333,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
1,53402.97,13.72,11,10,1,294,18.885982,0.0,0.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,1278.43,0.0,2,1,1,1,0.599034,1.0,1.0,1
74,584.38,0.0,2,1,1,1,0.7102,1.0,1.0,1
413,25194.48,8398.16,4,3,0,270,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,367966.47,15639.14,17,12,5,1,0.3036,2.0,2.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,4001.57,14.0,72,71,1,270,70.152556,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,1165.25,0.0,2,1,1,1,0.499517,1.0,1.0,1
413,8121.6,43.68,5,4,1,270,3.499538,1.0,1.0,1
119,17942.28,316.28,18,17,1,1,31.806779,1.0,1.0,1
74,16268.6,82.07,14,13,1,1,44.67,2.0,2.0,1
74,4415.85,135.08,4,3,1,1,3.49,1.0,1.0,1
257,4195.22,644.38,8,6,2,1,5.106238,2.0,2.0,1
74,20908.12,146.71,6,5,1,1,2.668061,1.0,1.0,1
413,23479.37,6674.5,4,2,2,270,1.175,1.0,1.0,1
74,15233.35,317.93,29,26,3,1,7.090922,3.0,3.0,1
74,11394.33,1342.5,9,6,3,1,1.380846,1.0,1.0,1
413,657.5,0.0,2,1,1,270,0.009853,1.0,1.0,1
185,6633.55,368.53,18,18,0,1,0.0,6.0,6.0,1
74,35589.8,2683.08,15,11,4,1,1.0375,1.0,1.0,1
257,397368.22,5778.2,65,56,9,1,0.404997,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,338515.55,0.64,10,2,8,1,0.148558,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
257,0.0,0.0,1,1,0,1,0.0,1.0,1.0,1
413,82778.88,5849.06,16,14,2,270,7.38297,1.0,1.0,1
265,50572.37,197.66,220,111,109,161,14.959358,41.0,41.0,1
194,182273.67,869.25,13,11,2,1,7.740325,4.0,4.0,1
413,5171.83,1127.3,5,4,1,270,12.604,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,8769.03,653.8,5,4,1,270,10.947555,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,174070.98,34814.2,6,5,0,270,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,1880.48,199.21,8,6,2,270,4.009113,1.0,1.0,1
52,36106.62,1426.78,15,6,9,38,0.067444,2.0,2.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,10541.2,1171.24,9,9,0,270,0.0,1.0,1.0,1
413,17008.47,392.83,24,15,9,270,3.953585,1.0,1.0,1
194,199650.37,10026.47,7,4,3,1,4.084673,3.0,3.0,1
439,324716.25,266.85,15,12,3,1,3.928812,6.0,6.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,25771.78,1702.87,12,6,6,1,0.675063,1.0,1.0,1
22,78479.23,133.48,24,23,1,1,22.60623,1.0,1.0,1
74,7590.85,0.0,2,1,1,1,0.999139,1.0,1.0,1
450,43599.53,766.83,27,25,2,1,0.071,2.0,2.0,1
413,413.38,8.81,4,3,1,270,1.224139,1.0,1.0,1
413,1096.5,95.03,9,4,5,270,0.537601,1.0,1.0,1
154,369602.2,72551.03,16,4,12,98,6.418933,3.0,3.0,1
74,1570.57,128.48,14,11,3,1,5.763554,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,5841.03,435.85,6,3,3,1,8.749,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,23404.27,74.78,7,6,1,1,3.955293,1.0,1.0,1
413,18661.38,1279.4,13,10,3,270,4.293469,1.0,1.0,1
74,2551.02,131.89,7,6,1,1,3.097336,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,899.12,8.56,4,3,1,1,4.999559,1.0,1.0,1
431,8673.13,2891.04,3,3,0,1,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,133750.9,42021.68,5,2,3,1,0.070088,1.0,1.0,1
74,3917.42,774.18,6,5,1,1,2.523901,1.0,1.0,1
74,1301.13,0.0,2,1,1,1,0.499685,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
8,5443.2,604.8,9,9,0,1,0.0,5.0,5.0,1
74,1563.92,0.0,2,1,1,1,2.129139,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
254,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,13868.02,489.71,25,24,1,1,25.613206,2.0,2.0,1
202,312115.32,57.54,78,45,33,114,24.216943,37.0,38.0,1
413,7790.7,431.18,20,18,2,270,8.758925,1.0,1.0,1
74,23230.22,0.0,3,1,2,1,0.124139,1.0,1.0,1
413,156590.2,5492.54,41,23,18,270,0.135004,1.0,1.0,1
74,1335.33,30.35,45,44,0,1,0.0,1.0,1.0,1
416,289806.88,3600.7,25,19,6,274,4.275435,1.0,1.0,1
74,56865.3,0.0,2,1,1,1,0.499139,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
78,119739.1,7049.22,17,7,10,1,1.18261,2.0,2.0,1
413,13010.72,765.34,18,17,0,270,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
450,17389.35,846.65,19,4,15,1,0.450878,1.0,1.0,1
413,289.47,0.0,3,1,2,270,0.2475,1.0,1.0,1
74,64.32,0.0,2,1,1,1,0.020407,1.0,1.0,1
103,2603.55,487.94,10,3,7,66,0.053143,1.0,1.0,1
413,3700.0,194.82,8,7,1,270,4.194916,1.0,1.0,1
413,2935.67,0.0,2,1,1,270,0.509949,1.0,1.0,1
74,32040.73,0.0,2,1,1,1,0.010397,1.0,1.0,1
413,170526.13,20893.5,12,8,4,270,1.6125,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,0.0,0.0,1,1,0,270,0.0,1.0,1.0,1
74,4095.22,736.23,9,4,5,1,5.39916,1.0,1.0,1
257,18906.27,808.98,16,12,4,1,0.505767,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,18.43,0.0,2,1,1,1,8.5335,1.0,1.0,1
74,91658.82,426.88,31,30,1,1,21.733659,2.0,2.0,1
413,6449.1,2.49,24,23,1,270,78.1365,1.0,1.0,1
74,8763.57,36.88,3,2,1,1,1.921128,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
436,175290.7,1263.43,23,22,1,1,87.096356,5.0,5.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,526.63,20.26,27,26,0,1,0.0,1.0,1.0,1
155,1488.35,106.31,14,14,0,1,0.0,5.0,5.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,17048.98,0.0,3,1,2,270,0.035667,1.0,1.0,1
74,35001.27,6686.35,8,5,3,1,0.923686,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,218.12,72.02,4,2,2,1,0.36654,1.0,1.0,1
413,176972.28,29495.38,7,6,0,270,0.0,1.0,1.0,1
74,175.9,0.0,2,1,1,1,2.999559,1.0,1.0,1
74,1222.32,41.0,6,5,1,1,8.18895,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,9247.73,762.99,13,11,2,1,2.115,1.0,1.0,1
450,1316.63,27.1,5,3,2,1,0.500017,2.0,2.0,1
53,10348.27,180.4,117,43,74,229,9.403027,34.0,35.0,1
1,27126.0,29.58,8,3,5,294,3.197276,0.0,0.0,1
74,136982.05,11425.33,3,2,1,1,1.097921,1.0,1.0,1
74,70724.57,0.0,2,1,1,1,6.99,2.0,2.0,1
194,5294.42,529.44,10,10,0,1,0.0,4.0,4.0,1
257,147444.6,1556.67,29,27,2,1,3.745817,2.0,2.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,655.13,0.0,2,1,1,270,1.019,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,11993.57,1449.81,10,5,5,1,2.6534,2.0,2.0,1
74,2437.9,406.32,7,6,0,1,0.0,1.0,1.0,1
74,13265.27,576.75,24,23,0,1,0.0,1.0,1.0,1
74,1638.88,202.16,9,8,1,1,4.301447,1.0,1.0,1
308,386506.48,227.89,31,26,5,189,30.9872,10.0,10.0,1
155,81128.58,1151.97,37,34,3,1,13.743295,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,8524.02,0.0,3,1,2,270,0.999517,1.0,1.0,1
74,75525.6,92.92,40,33,7,1,3.663733,2.0,2.0,1
413,1849.22,0.0,2,1,1,270,0.509874,1.0,1.0,1
413,1890.58,44.15,37,34,3,270,7.761177,1.0,1.0,1
22,537301.82,28523.2,9,7,2,1,5.343914,2.0,2.0,1
74,39051.55,6508.59,6,6,0,1,0.0,2.0,2.0,1
194,22799.53,178.36,6,5,1,1,9.622568,2.0,2.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,19512.1,9756.05,3,2,0,270,0.0,1.0,1.0,1
436,80301.23,3835.95,11,9,2,1,7.144338,2.0,2.0,1
74,2308.67,65.53,11,10,1,1,8.60806,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,766.88,0.0,3,1,2,1,0.258885,1.0,1.0,1
413,15259.15,41.42,5,4,1,270,15.34,1.0,1.0,1
74,1712.6,71.36,25,24,0,1,0.0,1.0,1.0,1
74,9051.85,66.0,34,30,4,1,5.056958,1.0,1.0,1
80,4160.5,66.07,55,52,3,1,19.396087,1.0,1.0,1
413,6078.3,551.42,5,4,1,270,5.07557,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
450,57481.98,3065.2,35,17,18,1,1.688423,1.0,1.0,1
413,1348.62,4.72,3,2,1,270,11.411019,1.0,1.0,1
413,18321.1,9160.55,3,2,0,270,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
436,349956.07,89.42,9,8,1,1,39.304967,7.0,7.0,1
431,21562.25,1825.02,6,5,1,1,3.531554,1.0,1.0,1
413,166347.03,36.92,4,2,2,270,1.1249,1.0,1.0,1
413,17052.77,128.6,3,2,1,270,0.1497,1.0,1.0,1
74,1436.08,59.31,19,18,1,1,41.423,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,6187.93,29.62,5,4,1,270,2.934812,1.0,1.0,1
450,750845.88,12814.28,79,41,38,1,0.048362,1.0,1.0,1
413,8075.25,69.14,17,16,1,270,10.899731,1.0,1.0,1
74,836.27,0.0,2,1,1,1,0.69,1.0,1.0,1
413,42377.87,6053.98,7,7,0,270,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,6166.07,639.89,9,7,2,270,3.343639,1.0,1.0,1
413,174069.43,29011.57,7,6,0,270,0.0,1.0,1.0,1
413,174130.92,21766.36,9,8,0,270,0.0,1.0,1.0,1
300,66606.6,922.25,15,11,4,1,5.38773,3.0,3.0,1
74,112192.57,89.42,22,7,15,1,0.434236,2.0,2.0,1
413,10015.07,109.52,3,2,1,270,0.5,1.0,1.0,1
1,27373.67,92.04,5,3,2,294,17.7445,0.0,0.0,1
255,55294.7,1231.67,83,38,45,153,0.233889,4.0,4.0,1
162,2287.65,318.17,3,2,1,1,0.29,1.0,1.0,1
12,82689.2,1804.72,41,23,18,9,2.06146,20.0,20.0,1
1,701.82,188.82,4,2,2,294,0.249522,0.0,0.0,1
74,7105.83,84.87,17,16,1,1,9.758862,1.0,1.0,1
1,57130.28,210.99,10,9,1,294,9.552302,0.0,0.0,1
74,58018.13,5546.43,15,4,11,1,0.135331,1.0,1.0,1
257,16951.6,0.0,2,1,1,1,0.665614,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,400.0,23.53,18,17,0,270,0.0,1.0,1.0,1
291,9971.2,0.0,4,1,3,179,0.003954,1.0,1.0,1
74,3343.53,1114.51,3,3,0,1,0.0,2.0,2.0,1
74,18468.35,888.42,11,9,2,1,2.330792,1.0,1.0,1
78,49627.93,978.14,20,14,6,1,4.413497,3.0,3.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,645.43,44.15,9,7,2,270,14.299139,1.0,1.0,1
74,787.43,0.0,3,1,2,1,0.247017,1.0,1.0,1
413,13103.38,208.66,61,60,1,270,36.751311,1.0,1.0,1
413,15830.35,13.65,11,10,1,270,5.070349,1.0,1.0,1
413,135.67,4.33,4,2,2,270,0.496517,1.0,1.0,1
74,22869.48,7212.83,6,3,3,1,3.067181,1.0,1.0,1
431,43004.43,3051.92,7,6,1,1,4.853997,1.0,1.0,1
74,64541.28,865.03,27,15,12,1,1.30825,2.0,2.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,198023.42,28289.06,8,7,0,270,0.0,1.0,1.0,1
413,2785.25,0.0,2,1,1,270,0.516779,1.0,1.0,1
194,201665.03,101.0,13,11,2,1,13.422918,5.0,5.0,1
74,31759.5,149.66,42,41,1,1,51.611059,2.0,2.0,1
413,11747.97,167.06,9,8,1,270,11.5,1.0,1.0,1
413,138415.38,0.0,3,1,2,270,0.499534,1.0,1.0,1
413,5634.98,0.0,2,1,1,270,14.999559,1.0,1.0,1
74,1723.37,172.34,10,10,0,1,0.0,2.0,2.0,1
74,820.62,87.31,3,2,1,1,2.151973,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,244665.92,0.0,6,1,5,1,0.148609,1.0,1.0,1
74,23841.47,6298.32,4,3,1,1,2.599517,1.0,1.0,1
161,34986.75,0.0,3,1,2,103,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
401,35975.4,1986.57,32,16,16,263,0.007873,1.0,1.0,1
413,2639.35,0.0,3,1,2,270,10.371519,1.0,1.0,1
450,1615.33,0.0,2,1,1,1,0.639685,2.0,2.0,1
74,45211.65,97.65,26,25,1,1,25.823918,2.0,2.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
194,99619.12,126.38,20,18,2,294,7.530933,3.0,3.0,1
413,174011.92,15819.27,12,11,0,270,0.0,1.0,1.0,1
74,106218.6,6594.19,12,10,2,1,5.386776,2.0,2.0,1
413,1742.25,0.0,2,1,1,270,0.509139,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,8876.2,22.45,21,20,1,270,15.354139,1.0,1.0,1
74,13902.47,102.87,28,27,1,1,60.395615,1.0,1.0,1
194,506.07,126.52,4,4,0,1,0.0,4.0,4.0,1
413,1684.62,508.74,4,3,1,270,0.868729,1.0,1.0,1
194,386616.2,726.18,19,18,1,1,17.641059,4.0,4.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,34226.52,2235.01,11,7,4,270,3.925151,1.0,1.0,1
74,10378.07,100.37,8,7,1,1,3.137142,1.0,1.0,1
74,2096.28,419.26,5,5,0,1,0.0,3.0,3.0,1
74,29974.48,42.21,5,4,1,1,4.109139,1.0,1.0,1
413,2906.13,181.63,16,16,0,270,0.0,1.0,1.0,1
450,53156.05,543.58,8,4,4,1,0.873725,3.0,3.0,1
308,8312.82,560.88,18,13,5,189,2.069384,1.0,1.0,1
401,4.57,0.0,2,1,1,263,0.0,2.0,2.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,28190.53,7598.36,3,2,1,270,0.349517,1.0,1.0,1
194,291904.9,124.59,47,46,1,1,74.204564,4.0,4.0,1
28,243000.12,9440.04,19,15,4,197,0.014381,4.0,4.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
32,473852.33,6539.4,57,31,26,53,0.02192,9.0,10.0,1
413,3058.07,0.0,2,1,1,270,0.5995,1.0,1.0,1
194,210652.22,999.1,17,16,1,1,20.994293,4.0,4.0,1
413,0.0,0.0,1,1,0,270,0.0,1.0,1.0,1
413,197855.22,32975.87,7,6,0,270,0.0,1.0,1.0,1
74,4433.95,103.55,7,6,1,1,5.25,1.0,1.0,1
155,446752.73,253.61,14,8,6,1,2.081133,5.0,5.0,1
226,36132.68,0.0,2,1,1,1,0.999093,1.0,1.0,1
413,175867.52,29311.25,7,6,0,270,0.0,1.0,1.0,1
220,28051.82,3506.48,9,8,0,1,0.0,1.0,1.0,1
413,9814.75,517.46,6,3,3,270,0.714686,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,410957.92,0.0,3,1,2,1,0.268295,1.0,1.0,1
74,32.32,7.92,3,2,1,1,0.553957,1.0,1.0,1
74,167126.28,1238.17,10,9,1,1,4.413135,1.0,1.0,1
74,6588.6,487.41,12,11,1,1,10.840906,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,232030.15,10396.13,57,19,38,1,0.402186,2.0,2.0,1
413,12332.08,774.61,10,3,7,270,0.172492,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,2429.98,0.0,2,1,1,270,1.082118,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,18751.0,397.94,14,13,1,1,5.99,2.0,2.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,11714.83,5857.42,2,2,0,1,0.0,1.0,1.0,1
74,3862.05,29.07,4,2,2,1,0.035943,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
1,107528.37,682.27,7,6,1,294,4.682,0.0,0.0,1
185,8183.52,481.38,17,17,0,1,0.0,6.0,6.0,1
74,971.22,0.0,3,1,2,1,1.235,1.0,1.0,1
413,6348.88,1250.11,4,2,2,270,0.162,1.0,1.0,1
74,153603.78,5134.68,45,23,22,1,0.545566,1.0,1.0,1
413,3413.9,713.45,5,4,1,270,11.709167,1.0,1.0,1
74,285783.43,0.0,19,1,18,1,0.175581,1.0,1.0,1
74,5555.97,0.0,2,1,1,1,0.999916,1.0,1.0,1
461,58975.07,9215.1,8,3,5,1,0.235772,1.0,1.0,1
74,4724.03,135.21,12,11,1,1,5.867917,1.0,1.0,1
413,197794.07,39558.81,6,5,0,270,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
188,9873.15,550.09,46,3,43,13,17.260465,39.0,40.0,1
401,49208.87,582.18,32,30,2,1,19.476521,1.0,1.0,1
74,15872.15,1899.37,11,7,4,1,1.091034,1.0,1.0,1
413,9168.03,120.26,16,15,1,270,23.4157,1.0,1.0,1
413,2295.08,304.4,7,5,2,270,2.493892,1.0,1.0,1
74,80420.92,459.27,4,3,1,1,3.13573,1.0,1.0,1
74,50946.92,345.09,78,25,53,1,0.281574,1.0,1.0,1
413,11654.28,0.0,2,1,1,270,0.09916,1.0,1.0,1
155,0.0,0.0,1,1,0,1,0.0,1.0,1.0,1
74,0.0,0.0,1,1,0,1,0.0,1.0,1.0,1
413,22.42,0.0,2,1,0,270,0.0,1.0,1.0,1
74,42651.28,2697.0,3,2,1,1,0.899034,1.0,1.0,1
74,780.3,0.0,2,1,1,1,0.99,1.0,1.0,1
74,2843.83,471.97,6,5,1,1,3.342858,1.0,1.0,1
74,2841.57,123.76,15,14,1,1,11.581112,1.0,1.0,1
413,198418.2,39683.64,6,5,0,270,0.0,1.0,1.0,1
74,8032.08,203.95,10,8,2,1,2.241825,1.0,1.0,1
74,13853.98,1160.19,4,3,1,1,1.188662,1.0,1.0,1
74,17915.43,176.39,23,22,1,1,27.112058,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
194,6731.33,91.97,26,16,10,1,0.622805,4.0,4.0,1
416,45707.75,0.0,2,1,1,1,0.499559,2.0,2.0,1
413,197819.82,39563.96,6,5,0,270,0.0,1.0,1.0,1
74,11859.32,304.05,18,16,2,1,10.84065,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,40122.85,137.82,8,7,1,270,4.099867,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
155,75710.13,2696.64,31,28,3,1,8.686667,5.0,5.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,18663.42,41.15,7,6,1,270,13.953374,1.0,1.0,1
278,6886.52,818.65,12,8,4,1,0.17759,1.0,1.0,1
413,2398.67,0.0,2,1,1,270,0.09688,1.0,1.0,1
413,2617.68,191.23,11,8,3,270,2.711226,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
413,670.42,0.0,2,1,1,270,1.0,1.0,1.0,1
194,1708.75,155.34,11,11,0,1,0.0,4.0,4.0,1
155,3054.87,529.23,6,3,3,1,0.117379,2.0,2.0,1
257,17498.2,305.98,34,32,2,1,6.739503,2.0,2.0,1
74,0.0,0.0,0,0,0,1,0.0,1.0,1.0,1
413,0.0,0.0,0,0,0,270,0.0,1.0,1.0,1
450,9981.05,917.48,4,2,2,1,0.744958,1.0,1.0,1
413,1817.58,0.0,3,1,2,270,0.27399,1.0,1.0,1
